id,user_id,culture_id,puntuacion,texto,created_at
1444,461,122,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-14 15:45:00
1445,1195,122,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-04-09 15:41:00
1446,932,122,4,Instalaciones cuidadas y explicaciones claras.,2026-03-21 11:30:00
1447,1286,123,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-12 16:34:00
1448,1600,123,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-01 09:58:00
1449,581,123,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-14 14:38:00
1450,1525,123,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-15 16:54:00
1451,1980,123,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-05 16:24:00
1452,1834,123,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-22 16:02:00
1453,1550,123,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-05-10 16:28:00
1454,1719,123,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-20 13:02:00
1455,1166,123,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-05-05 16:25:00
1456,1408,123,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-15 09:11:00
1457,196,123,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-19 17:36:00
1458,1228,123,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-21 19:56:00
1459,1238,124,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-09 20:50:00
1460,814,124,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-05-28 11:07:00
1461,1128,124,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-27 20:54:00
1462,1286,124,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-03 10:11:00
1463,869,124,4,Instalaciones cuidadas y explicaciones claras.,2026-04-15 20:45:00
1464,480,124,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-08 12:24:00
1465,450,124,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-05 19:47:00
1466,689,124,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-05 13:02:00
1467,903,124,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-02 21:57:00
1468,1694,124,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-08 11:35:00
1469,1335,124,4,Instalaciones cuidadas y explicaciones claras.,2026-05-20 14:44:00
1470,803,125,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-15 19:40:00
1471,544,125,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-21 18:26:00
1472,217,125,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-03 12:36:00
1473,951,125,3,"Está bien para verlo una vez, pero le falta renovación.",2026-05-14 13:45:00
1474,1218,125,2,Demasiado caro para la poca gestión cultural que tiene.,2026-04-18 12:12:00
1475,575,125,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-05-09 11:40:00
1476,632,125,3,Interesante pero la organización se queda algo justa.,2026-04-27 11:39:00
1477,352,125,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-16 11:25:00
1478,459,125,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-11 11:57:00
1479,1761,125,4,Instalaciones cuidadas y explicaciones claras.,2026-03-21 15:15:00
1480,190,125,3,Interesante pero la organización se queda algo justa.,2026-04-07 19:00:00
1481,1971,126,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-27 18:39:00
1482,772,126,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-05 18:43:00
1483,1287,126,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-27 15:04:00
1484,1876,126,4,Instalaciones cuidadas y explicaciones claras.,2026-05-13 09:15:00
1485,528,126,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-20 12:16:00
1486,845,126,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-01 10:39:00
1487,1711,126,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-28 13:25:00
1488,766,126,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-09 21:13:00
1489,673,126,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-02 12:02:00
1490,741,126,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-09 20:24:00
1491,1426,126,4,Instalaciones cuidadas y explicaciones claras.,2026-04-02 14:40:00
1492,1744,127,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-09 16:50:00
1493,744,127,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-23 12:43:00
1494,401,127,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-15 10:26:00
1495,1550,127,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-03 19:58:00
1496,673,127,4,Instalaciones cuidadas y explicaciones claras.,2026-04-17 12:38:00
1497,1000,127,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-20 19:33:00
1498,1572,127,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-07 17:10:00
1499,1009,127,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-25 13:15:00
1500,1231,127,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-07 20:17:00
1501,863,127,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-28 20:05:00
1502,1872,127,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-11 10:01:00
1503,1996,128,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-27 19:49:00
1504,1251,128,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-03-25 09:24:00
1505,1036,128,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-18 17:19:00
1506,1963,128,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-24 14:23:00
1507,1099,128,2,Bastante aburrido y sin apenas carteles informativos.,2026-04-15 18:11:00
1508,92,128,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-17 19:29:00
1509,341,128,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-12 16:06:00
1510,1462,128,4,Instalaciones cuidadas y explicaciones claras.,2026-04-13 09:17:00
1511,78,128,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-05 19:48:00
1512,179,128,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-14 18:01:00
1513,400,128,3,"Está bien para verlo una vez, pero le falta renovación.",2026-05-15 09:38:00
1514,1341,128,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-20 19:14:00
1515,822,129,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-05-02 19:22:00
1516,1429,129,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-28 14:39:00
1517,1200,129,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-04 21:28:00
1518,384,129,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-24 09:51:00
1519,861,129,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-04 20:49:00
1520,236,129,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-05 16:03:00
1521,204,129,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-08 15:24:00
1522,808,129,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-13 14:40:00
1523,1159,129,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-13 13:13:00
1524,913,129,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-26 14:55:00
1525,1494,129,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-04-12 16:30:00
1526,493,130,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-05-16 10:06:00
1527,1568,130,1,Pésima gestión del espacio cultural. Una estafa.,2026-03-10 21:36:00
1528,845,130,4,Instalaciones cuidadas y explicaciones claras.,2026-04-05 10:03:00
1529,486,130,1,Pésima gestión del espacio cultural. Una estafa.,2026-05-21 09:12:00
1530,1164,130,2,Bastante aburrido y sin apenas carteles informativos.,2026-03-17 19:44:00
1531,686,130,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-17 21:23:00
1532,1603,130,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-20 10:33:00
1533,583,130,4,Instalaciones cuidadas y explicaciones claras.,2026-04-21 12:50:00
1534,759,130,2,Demasiado caro para la poca gestión cultural que tiene.,2026-04-11 16:31:00
1535,1856,130,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-06 11:09:00
1536,940,131,2,Bastante aburrido y sin apenas carteles informativos.,2026-05-06 17:16:00
1537,1440,131,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-01 16:31:00
1538,1239,131,4,Instalaciones cuidadas y explicaciones claras.,2026-05-20 13:18:00
1539,1417,131,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-26 15:10:00
1540,612,131,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-04-14 19:18:00
1541,689,131,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-03 15:34:00
1542,1892,131,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-25 14:40:00
1543,1427,131,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-18 13:36:00
1544,658,131,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-10 20:46:00
1545,863,131,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-20 21:08:00
1546,717,132,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-27 13:55:00
1547,1892,132,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-22 20:16:00
1548,938,132,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-01 13:39:00
1549,1931,132,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-03 21:21:00
1550,1906,132,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-15 13:52:00
1551,1341,132,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-01 12:10:00
1552,1286,132,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-25 15:04:00
1553,161,132,4,Instalaciones cuidadas y explicaciones claras.,2026-04-28 17:46:00
1554,1996,132,2,Demasiado caro para la poca gestión cultural que tiene.,2026-05-18 14:58:00
1555,1895,132,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-08 10:54:00
1556,1731,132,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-01 15:38:00
1557,647,133,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-03-08 19:52:00
1558,1794,133,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-03-08 09:55:00
1559,1759,133,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-20 14:20:00
1560,381,133,4,Instalaciones cuidadas y explicaciones claras.,2026-05-02 20:15:00
1561,631,133,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-17 14:27:00
1562,1441,133,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-14 21:40:00
1563,465,133,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-25 10:42:00
1564,473,133,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-25 16:43:00
1565,1150,133,2,Bastante aburrido y sin apenas carteles informativos.,2026-05-08 16:59:00
1566,951,133,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-05-02 16:27:00
1567,1945,134,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-03 14:34:00
1568,1827,134,3,Interesante pero la organización se queda algo justa.,2026-04-24 12:02:00
1569,896,134,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-07 16:31:00
1570,452,134,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-07 09:44:00
1571,1790,134,3,Interesante pero la organización se queda algo justa.,2026-04-20 15:32:00
1572,89,134,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-21 14:52:00
1573,1516,134,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-23 20:45:00
1574,1646,134,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-06 09:53:00
1575,529,134,3,Interesante pero la organización se queda algo justa.,2026-04-19 12:12:00
1576,149,134,2,Bastante aburrido y sin apenas carteles informativos.,2026-04-25 18:09:00
1577,1937,134,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-21 14:17:00
1578,1496,135,2,Demasiado caro para la poca gestión cultural que tiene.,2026-03-09 14:39:00
1579,222,135,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-09 14:10:00
1580,1790,135,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-27 18:44:00
1581,1680,135,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-15 18:16:00
1582,1817,135,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-17 19:40:00
1583,658,135,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-20 21:06:00
1584,647,135,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-18 17:14:00
1585,1919,135,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-08 13:00:00
1586,542,135,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-12 21:55:00
1587,780,135,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-05-06 11:51:00
1588,1452,135,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-08 21:48:00
1589,1924,136,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-05 17:47:00
1590,994,136,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-14 17:51:00
1591,1878,136,3,"Está bien para verlo una vez, pero le falta renovación.",2026-03-11 15:34:00
1592,1049,136,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-14 09:02:00
1593,385,136,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-18 12:02:00
1594,966,136,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-26 13:13:00
1595,617,136,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-22 21:18:00
1596,1647,136,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-14 16:10:00
1597,1055,136,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-23 19:35:00
1598,1983,136,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-24 16:03:00
1599,1335,137,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-20 16:01:00
1600,581,137,2,Demasiado caro para la poca gestión cultural que tiene.,2026-04-07 13:38:00
1601,1627,137,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-09 18:57:00
1602,631,137,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-05-12 12:05:00
1603,351,137,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-01 13:19:00
1604,1221,137,3,Interesante pero la organización se queda algo justa.,2026-04-28 09:50:00
1605,274,137,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-04-05 14:34:00
1606,542,137,3,Interesante pero la organización se queda algo justa.,2026-05-03 12:05:00
1607,1721,137,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-02 21:44:00
1608,63,137,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-15 21:29:00
1609,1762,137,3,Interesante pero la organización se queda algo justa.,2026-05-02 12:18:00
1610,1699,138,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-08 13:34:00
1611,376,138,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-09 12:17:00
1612,49,138,4,Instalaciones cuidadas y explicaciones claras.,2026-05-04 17:15:00
1613,792,138,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-03-09 10:27:00
1614,207,138,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-06 18:13:00
1615,655,138,4,Instalaciones cuidadas y explicaciones claras.,2026-05-27 15:58:00
1616,474,138,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-03 16:58:00
1617,17,138,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-13 17:24:00
1618,32,138,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-03 20:31:00
1619,1048,138,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-19 20:43:00
1620,278,138,4,Instalaciones cuidadas y explicaciones claras.,2026-03-18 11:36:00
1621,443,139,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-27 20:04:00
1622,193,139,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-08 15:19:00
1623,95,139,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-09 10:07:00
1624,652,139,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-15 17:17:00
1625,1456,139,4,Instalaciones cuidadas y explicaciones claras.,2026-05-18 09:29:00
1626,1268,139,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-22 15:32:00
1627,1515,139,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-26 10:21:00
1628,969,139,4,Instalaciones cuidadas y explicaciones claras.,2026-05-06 13:05:00
1629,553,139,4,Instalaciones cuidadas y explicaciones claras.,2026-04-16 15:19:00
1630,1856,139,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-05-07 10:41:00
1631,1168,139,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-20 21:42:00
1632,410,139,4,Instalaciones cuidadas y explicaciones claras.,2026-05-25 14:45:00
1633,1444,140,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-13 18:55:00
1634,806,140,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-28 19:32:00
1635,1567,140,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-02 10:42:00
1636,471,140,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-21 13:35:00
1637,1599,140,4,Instalaciones cuidadas y explicaciones claras.,2026-03-22 11:35:00
1638,1805,140,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-08 20:02:00
1639,1595,140,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-23 19:16:00
1640,257,140,2,Bastante aburrido y sin apenas carteles informativos.,2026-04-02 16:09:00
1641,368,140,4,Instalaciones cuidadas y explicaciones claras.,2026-03-05 16:19:00
1642,788,140,2,Demasiado caro para la poca gestión cultural que tiene.,2026-04-24 11:09:00
1643,1735,140,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-04-26 18:02:00
1644,1697,141,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-03-03 15:04:00
1645,1333,141,4,Instalaciones cuidadas y explicaciones claras.,2026-03-10 11:15:00
1646,1881,141,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-07 21:38:00
1647,604,141,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-11 10:25:00
1648,1477,141,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-17 12:28:00
1649,807,141,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-21 10:26:00
1650,1283,141,1,Pésima gestión del espacio cultural. Una estafa.,2026-05-28 12:08:00
1651,1035,141,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-26 20:38:00
1652,1581,141,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-05-23 10:31:00
1653,1475,141,3,Interesante pero la organización se queda algo justa.,2026-04-07 14:57:00
1654,1552,141,3,Interesante pero la organización se queda algo justa.,2026-03-09 17:25:00
1655,698,142,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-15 09:41:00
1656,1218,142,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-20 12:35:00
1657,1414,142,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-04 12:14:00
1658,314,142,4,Instalaciones cuidadas y explicaciones claras.,2026-04-11 09:08:00
1659,531,142,4,Instalaciones cuidadas y explicaciones claras.,2026-05-13 14:36:00
1660,733,142,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-24 21:11:00
1661,1575,142,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-04-26 15:11:00
1662,910,142,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-14 16:50:00
1663,397,142,3,Interesante pero la organización se queda algo justa.,2026-04-10 17:35:00
1664,1810,142,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-24 20:04:00
1665,618,142,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-10 19:36:00
1666,20,143,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-18 11:12:00
1667,242,143,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-03 12:23:00
1668,1653,143,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-03-27 12:04:00
1669,1627,143,4,Instalaciones cuidadas y explicaciones claras.,2026-03-15 14:45:00
1670,1064,143,3,Interesante pero la organización se queda algo justa.,2026-03-14 12:15:00
1671,1326,143,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-04-26 13:09:00
1672,1712,143,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-06 21:02:00
1673,1963,143,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-20 12:24:00
1674,443,143,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-02 16:51:00
1675,1506,143,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-02 19:15:00
1676,120,143,4,Instalaciones cuidadas y explicaciones claras.,2026-05-26 13:01:00
1677,1452,144,4,Instalaciones cuidadas y explicaciones claras.,2026-03-16 21:27:00
1678,97,144,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-05 09:37:00
1679,111,144,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-09 15:47:00
1680,1035,144,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-15 20:49:00
1681,1039,144,4,Instalaciones cuidadas y explicaciones claras.,2026-05-07 15:37:00
1682,1172,144,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-05-07 20:54:00
1683,1372,144,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-26 17:48:00
1684,1380,144,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-03 12:34:00
1685,807,144,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-07 12:59:00
1686,414,144,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-22 14:54:00
1687,1425,144,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-27 15:11:00
1688,2000,144,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-25 13:23:00
1689,1139,145,2,Demasiado caro para la poca gestión cultural que tiene.,2026-05-13 19:01:00
1690,1891,145,4,Instalaciones cuidadas y explicaciones claras.,2026-05-24 09:22:00
1691,594,145,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-11 12:45:00
1692,357,145,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-01 12:44:00
1693,773,145,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-03 21:19:00
1694,1345,145,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-04 15:23:00
1695,175,145,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-01 14:30:00
1696,1220,145,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-08 21:43:00
1697,1447,145,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-28 10:17:00
1698,1237,145,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-05-26 16:38:00
1699,1149,146,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-08 09:28:00
1700,1056,146,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-08 19:55:00
1701,223,146,2,Bastante aburrido y sin apenas carteles informativos.,2026-03-22 11:17:00
1702,331,146,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-05-01 20:43:00
1703,718,146,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-05-06 21:25:00
1704,465,146,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-03 09:06:00
1705,228,146,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-23 12:02:00
1706,721,146,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-21 14:04:00
1707,683,146,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-20 17:23:00
1708,136,146,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-22 12:18:00
1709,1268,146,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-07 10:27:00
1710,1076,146,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-04-20 18:15:00
1711,854,147,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-20 21:27:00
1712,1228,147,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-09 11:37:00
1713,774,147,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-21 11:01:00
1714,31,147,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-09 12:54:00
1715,956,147,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-05-11 20:57:00
1716,409,147,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-25 16:20:00
1717,246,147,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-19 09:48:00
1718,836,147,2,Bastante aburrido y sin apenas carteles informativos.,2026-05-16 09:07:00
1719,1333,147,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-13 17:32:00
1720,48,147,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-19 19:57:00
1721,315,147,1,Pésima gestión del espacio cultural. Una estafa.,2026-04-16 21:26:00
1722,318,147,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-27 16:05:00
1723,485,148,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-03 19:28:00
1724,1959,148,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-18 12:09:00
1725,1444,148,1,Pésima gestión del espacio cultural. Una estafa.,2026-04-09 20:43:00
1726,866,148,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-22 17:20:00
1727,1099,148,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-09 15:02:00
1728,1090,148,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-22 10:36:00
1729,215,148,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-03 19:14:00
1730,401,148,4,Instalaciones cuidadas y explicaciones claras.,2026-03-23 16:27:00
1731,1934,148,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-02 16:23:00
1732,356,148,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-21 09:21:00
1733,718,148,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-05 17:29:00
1734,237,148,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-13 09:16:00
1735,492,149,4,Instalaciones cuidadas y explicaciones claras.,2026-05-15 09:02:00
1736,31,149,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-17 11:17:00
1737,1621,149,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-03-05 21:29:00
1738,59,149,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-04 13:47:00
1739,667,149,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-01 12:13:00
1740,164,149,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-23 16:14:00
1741,1558,149,2,Demasiado caro para la poca gestión cultural que tiene.,2026-04-23 16:41:00
1742,1282,149,4,Instalaciones cuidadas y explicaciones claras.,2026-05-17 20:36:00
